Proveedor,Factura,Fecha,Descripcion_original,Cantidad,Precio_unitario,Total_linea,PDF_fuente,Linea_id,Material_homologado,Familia,Tipo_registro,Presentacion,Etapas_aplicables,Relevancia,Confianza_homologacion,Casa3_regla_23mar,Kg_por_unidad,Precio_por_kg
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,"EMT CONDULETA BOTAGUA 1.1/4""- 31MM UL",2.0,2580.53,5161.06,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,85,Accesorio eléctrico,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,COMBO BASE MEDIDOR HIERRO BRM2100MR2-N + BREAKER BR2100 C.H.,2.0,60398.23,120796.46,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,86,Centro de carga / breaker,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,GUANTE LATEX XL HGV03-XL INGCO,1.0,1477.88,1477.88,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,87,EPP / protección,Seguridad obra,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,FREGADERO EB DX PARCHE 100X50 DERECHO DU10050D3,1.0,22123.89,22123.89,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,88,Fregadero,Cocina,Material permanente,Unidad,Mobiliario y cocina,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,CEMENTO GRIS PROGRESO UG HIDRAULICO 50KLS (GAM),25.0,5464.6,136615.0,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,89,Cemento gris 50 kg,Cemento y concretos,Material permanente,Saco 50 kg,Cimentación|Estructura|Mampostería|Contrapiso,1,Alta,No,50.0,109.292
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,PLASTICO PARA CONSTRUCCION NEGRO 3MTS ANCHO POR METRO,20.0,424.78,8495.599999999999,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,90,Plástico construcción,Protección de obra,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,VARILLA DEFORMADA GRADO 40 #3 X 6 MTS,20.0,1323.01,26460.2,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,91,Varilla #3,Acero refuerzo,Material permanente,Pieza #3 x 6 m,Cimentación|Estructura|Contrapiso,1,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,CAJA REGIS. CONCRETO P/BARRA TIERRA 10X10X9 PEQUEÑA,2.0,3278.76,6557.52,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,92,Accesorio eléctrico (genérico),Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Media,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,"PVC LLAVE PASO BOLA LISA MIP 1/2""- 12MM DURMAN",2.0,2211.5,4423.0,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,93,Llave / válvula hidráulica,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,ALAMBRE NEGRO RECOCIDO DE 1.68MM #16 KILO,20.0,557.7,11154.0,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,94,Alambre negro recocido #16,Acero refuerzo,Consumible de obra,Saco/bolsa 16 kg,Cimentación|Estructura,1,Alta,No,16.0,34.8563
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,CANDADO 30MM #110-30 YALE,1.0,4844.25,4844.25,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,95,Candado / seguridad,Puertas y cerraduras,Material permanente,Unidad,Puertas,3,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,"MANGUERA NIVEL TRANSPARENTE 1/2""- 12MM X METRO",15.0,1092.92,16393.800000000003,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,96,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,NIVEL DE ALUMINIO 3 GOTAS 200CM HSL08200 INGCO,1.0,23623.89,23623.89,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,97,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,CUERDA ALBAÑIL #24 115GRMS BLANCA,4.0,798.67,3194.68,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,98,Herramienta / accesorio herramienta,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,CABLE THHN ECOPLUS #12 NEGRO CAJA 100MTS VIAKON/CONDUCEN,1.0,26548.67,26548.67,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,99,Cable eléctrico,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,CABLE THHN ECOPLUS #12 ROJO CAJA 100MTS VIAKON/CONDUCEN,1.0,26548.67,26548.67,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,100,Cable eléctrico,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,CRAYON AMARILLO C/FORRO 797 LYRA U,24.0,840.71,20177.04,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,101,Consumible / herramienta de obra,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Media,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,LAPIZ CARPINTERO #333 LYRA U,2.0,840.71,1681.42,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,102,Recubrimiento / pintura (genérico),Pintura,Material permanente,Unidad,Pintura,3,Media,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,SERVICIO TRANSPORTE,1.0,0.01,0.01,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,103,Transporte / flete,Servicios,Servicio,Unidad,Logística,5,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039714,2025-01-06,AGREGADO PIEDRA QUINTA GAM,6.0,17433.63,104601.78,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039714174686550.pdf,104,Piedra / agregado,Agregados,Material permanente,m³,Cimentación|Estructura|Contrapiso,1,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039714,2025-01-06,AGREGADO ARENA TAJO M3 GAM,6.0,17964.6,107787.59999999999,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039714174686550.pdf,105,Arena,Agregados,Material permanente,m³,Cimentación|Estructura|Mampostería|Contrapiso,1,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,TAPE ELECTRICO SUPER #33 3M NEGRO 20MTS U,1.0,2965.35,2965.35,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,106,Cinta eléctrica,Electricidad,Consumible de obra,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"CINTA TEFLON 3/4"" X 7MTS CTF-3/4 TRUPER",1.0,277.52,277.52,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,107,Cinta teflón,Plomería,Consumible de obra,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"CLAVO DE ACERO 3.5X50MM (2"") GRUESO BAR",250.0,28.25,7062.5,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,108,Clavo,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,SEMIDURO TABLA SIN CEPILLO 25 X200 M.M. VRAS,60.0,1125.66,67539.6,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,109,Semiduro madera,Madera,Consumible de obra,Pieza 200 m,Formaleta|Carpintería,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,SEMIDURO REGLA SIN CEPILLO 25 X 75 MM 4VRAS,25.0,1673.64,41841.0,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,110,Semiduro madera,Madera,Consumible de obra,Unidad,Formaleta|Carpintería,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,CABLE THHN ECOPLUS #8 VERDE X METRO VIAKON/CONDUCEN,10.0,802.83,8028.3,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,111,Cable eléctrico,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,CABLE THHN ECOPLUS #2 BLANCO X METRO VIAKON/CONDUCEN,10.0,3389.73,33897.3,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,112,Cable THHN #2,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,CABLE THHN ECOPLUS #2 ROJO X METRO VIAKON/CONDUCEN,20.0,3389.73,67794.6,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,113,Cable THHN #2,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"EMT UNION PRESION 1/2""- 12MM UL",4.0,278.76,1115.04,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,114,Accesorio eléctrico EMT,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"CURVA EMT 1/2""- 12MM UL",2.0,553.54,1107.08,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,115,Accesorio eléctrico EMT,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,TUBO EMT RYMCO 12MM X 3.05 MTS (1/2 PLG) UL,1.0,2566.37,2566.37,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,116,Accesorio eléctrico EMT,Electricidad,Material permanente,Pieza 3.05 m,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"EMT CONECTOR PRESION 1/2""- 12MM UL",4.0,304.42,1217.68,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,117,Accesorio eléctrico EMT,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"EMT TUBO UL 3/4""- 18MM X 3MTS",2.0,3120.35,6240.7,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,118,Accesorio eléctrico EMT,Electricidad,Material permanente,Pieza 3 m,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"EMT CONECTOR PRESION 3/4""- 18MM UL",4.0,376.73,1506.92,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,119,Accesorio eléctrico EMT,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"EMT CONDULETA BOTAGUA 3/4""- 18MM UL",2.0,1267.17,2534.34,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,120,Accesorio eléctrico,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"EMT CONECTOR PRESION 1.1/4""- 31MM UL",4.0,905.66,3622.64,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,121,Accesorio eléctrico EMT,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,TUBO EMT RYMCO 31 MM X 3.05 MTS (1.1/4 PLG) UL,2.0,9905.31,19810.62,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,122,Accesorio eléctrico EMT,Electricidad,Material permanente,Pieza 3.05 m,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,"VARILLA COOPER WELL SIN CONECTOR 5/8 X 10"" (3.00MTS) UL",2.0,16162.57,32325.14,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,123,Varilla #3,Acero refuerzo,Material permanente,Pieza #3 x 6 m,Cimentación|Estructura|Contrapiso,1,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700018010000039109,2025-01-08,SERVICIO TRANSPORTE,1.0,0.01,0.01,Ellagar/2025-01-08_FE_50608012500310130324802700018010000039109134364733.pdf,124,Transporte / flete,Servicios,Servicio,Unidad,Logística,5,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"LLAVE BAÑO EMPOTRAR 1/2"" 13111 (0131130 PF) P.P.",1.0,27871.68,27871.68,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,125,Luminaria empotrable,Electricidad,Material permanente,Unidad,Iluminación,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,PVC REDUCCION SANITARIA DELGADA SDR-32.5 100 X 50MM,2.0,3704.42,7408.84,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,126,Reducción sanitaria,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"PVC TEE SANITARIA DELGADA 100MM - 4"" (NACIONAL)",2.0,6603.54,13207.08,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,127,Accesorio PVC sanitario,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"PVC UNION TOPE PRESION SCH-40 12MM - 1/2""",2.0,2335.4,4670.8,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,128,Tope puerta,Puertas y cerraduras,Material permanente,Unidad,Puertas,3,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,PVC SIFON SIN REGISTRO DELGADO SDR-32.5 50MM,5.0,7006.19,35030.95,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,129,Sifón sanitario,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,PVC CODO SANITARIO DELGADO 50MM X 45° (NACIONAL),5.0,966.37,4831.85,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,130,Accesorio PVC sanitario,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,PVC CODO SANITARIO DELGADO 50MM X 90° (NACIONAL),5.0,1046.9,5234.5,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,131,Accesorio PVC sanitario,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"CPVC TAPON LISO AGUA CALIENTE 12MM - 1/2""",4.0,434.87,1739.48,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,132,CPVC 1/2 in x 6 m,Plomería agua caliente,Material permanente,Unidad,Agua caliente,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,PVC TAPON HEMBRA LISO PRESION SCH-40 12MM,10.0,120.8,1208.0,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,133,Accesorio PVC/CPVC,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"CPVC TUBO AGUA CALIENTE 1/2""- 12MM X 6MTS",6.0,10791.15,64746.899999999994,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,134,CPVC 1/2 in x 6 m,Plomería agua caliente,Material permanente,Pieza 6 m,Agua caliente,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,CPVC CODO LISO PRESION AGUA CALIENTE 12MM X 90°,10.0,442.92,4429.2,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,135,Accesorio PVC/CPVC,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,PVC CODO LISO PRESION SCH-40 12MM X 90° (NACIONAL),10.0,169.12,1691.2,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,136,Accesorio PVC/CPVC,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"PVC TUBO PRESION SCH-40 1/2""- 12MM X 6MTS (NACIONAL)",4.0,4751.33,19005.32,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,137,PVC presión SCH40 1/2 in x 6 m,Plomería potable,Material permanente,Pieza 6 m,Agua potable,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"PVC TUBO SANITARIO DELGADO SDR-50 4""- 100MM X 6MTS(NACIONAL)",2.0,15059.29,30118.58,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,138,PVC sanitario 4 in x 6 m,Plomería sanitaria,Material permanente,Pieza 6 m,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"PVC TUBO SANITARIO DELGADO SDR-50 2""- 50MM X 6MTS (NACIONAL)",2.0,7006.19,14012.38,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,139,PVC sanitario 2 in x 6 m,Plomería sanitaria,Material permanente,Pieza 6 m,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,CONDUIT UNION UL 50MM TIPO A,5.0,517.7,2588.5,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,140,Conduit 2 in,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"CONDUIT TUBO UL 2""- 50MM X 3.05MTS TIPO A",5.0,7200.0,36000.0,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,141,Conduit 2 in,Electricidad,Material permanente,Pieza 3.05 m,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,CONDUIT UNION UL 25MM TIPO A,10.0,318.58,3185.7999999999997,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,142,Conduit / accesorio,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"CONDUIT TUBO UL 1""- 25MM X 3.05MTS TIPO A",10.0,4213.27,42132.700000000004,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,143,Conduit / accesorio,Electricidad,Material permanente,Pieza 3.05 m,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,CONDUIT UNION UL 12MM TIPO A,10.0,151.33,1513.3000000000002,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,144,Conduit 1/2 in,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"CONDUIT TUBO UL 1/2""- 12MM X 3.05MTS TIPO A",20.0,1146.9,22938.0,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,145,Conduit 1/2 in,Electricidad,Material permanente,Pieza 3.05 m,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,BOLSA REFORZADA ESTAÑON NEGRA 105X145CM (1KG),1.0,1900.99,1900.99,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,146,Bolsa Reforzada Estanon Negra 105X145Cm 1Kg,Otros insumos,Otro registrado,Saco/bolsa 1 kg,Otros,4,Baja,No,1.0,1900.99
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"CONECTOR VARILLA COOPERWELL 5/8 "" UL "" USA",2.0,1805.31,3610.62,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,147,Varilla refuerzo,Acero refuerzo,Material permanente,Pieza x 6 m,Cimentación|Estructura,1,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,MANGUERA JARDIN REFORZADA ROJA 4 CAPAS 20MTS MAN-20X1/2X TR,1.0,10991.15,10991.15,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,148,Manguera Jardin Reforzada Roja 4 Capas 20Mts Man-20X1/2X Tr,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,"MEDIDOR AGUA COMPLETO CAJA/ACCESORIOS 1/2""-12MM",1.0,43805.31,43805.31,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,149,Medidor de agua / caja,Plomería potable,Material permanente,Unidad,Agua potable,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,CABLE THHN ECOPLUS #10 BLANCO X METRO VIAKON/CONDUCEN,100.0,508.85,50885.0,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,150,Cable THHN #10,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700017010000047532,2025-01-13,SEMIDURO TABLA SIN CEPILLO 25 X 300MM 4VRAS,15.0,6300.0,94500.0,Ellagar/2025-01-13_FE_50613012500310130324802700017010000047532130682641.pdf,151,Semiduro madera,Madera,Consumible de obra,Unidad,Formaleta|Carpintería,4,Alta,No,,
